Date,Close,High,Low,Open,Volume,Daily Return,MACD,RSI,CCI,ADX
2010-03-02,36.746612548828125,36.9247044267437,35.91550835523871,36.21232940366706,4985883,0.01309325388645477,0.13633315923703293,60.885981364379276,165.33905532800281,23.327137693361358
2010-03-03,36.56851577758789,36.98406598360158,36.21232827713028,36.77629275844826,3901586,-0.004846617385577567,0.2427791075558403,59.58601208056713,150.59083727700616,23.121919296464185
2010-03-04,36.47946548461914,36.77629025935023,36.09359665760484,36.56851329260915,3591488,-0.0024351629010692655,0.31630648976188525,58.90874565665926,124.83657309933363,22.760278917758725
2010-03-05,36.77629470825195,37.28089275505956,36.39042583455833,36.77629470825195,3820035,0.008136885222673085,0.3939874652870543,60.51958746969966,133.5733074179326,22.912695554383816
2010-03-08,37.1027946472168,37.34025297763469,36.538833929254544,36.83565496442341,3033943,0.00887799985167037,0.47640432198018345,62.27158383599421,128.23252119753613,23.110324714551705
2010-03-09,36.6872444152832,37.39961940592416,36.47946743741951,37.1621610757105,2203446,-0.011199971212000448,0.5023975180159397,58.70113258549808,108.60342593936429,23.193856973957704
2010-03-10,36.47946548461914,36.92470076886237,35.79677563858055,36.509150591087,4681734,-0.005663519677632345,0.500462272372566,56.943060562400845,72.34522055310381,22.195439896093795
2010-03-11,35.9451904296875,36.89502381283507,35.4999588481175,36.479469829854395,3133441,-0.014645912373823178,0.45062254821442593,52.58215541233489,48.09713231907135,20.849384115554784
2010-03-12,35.79677963256836,36.03423797656468,35.49995858042657,35.79677963256836,3353023,-0.004128808203407552,0.39459999363983655,51.40448932912375,21.60257920475485,19.599474791427355
2010-03-15,35.32186508178711,36.12328422448554,35.14377319086771,35.856144510252726,1998764,-0.013266962996558718,0.3083258913479625,47.72124750848954,1.8295504277930175,18.473568447926986
2010-03-16,37.01375579833984,37.63707930876167,35.55932425880219,35.55932425880219,3691269,0.04789924633467635,0.3721841772961696,58.99375842765495,74.38937288009313,18.67076556647985
2010-03-17,38.20104598999024,38.55723355558008,37.102801935015165,37.19184976533956,9995135,0.03207699856558888,0.5126867906659243,64.73958057497869,131.22564877298876,19.62173607832097
2010-03-18,39.98197555541992,40.18975255085341,36.80597669273444,36.80597669273444,21183005,0.04661991626868889,0.7589930566090928,71.24762469933916,160.48357230808884,21.509627942151553
2010-03-19,40.87244415283203,41.02085468887216,39.89293311268425,40.0710250047909,13210040,0.022271750833767756,1.0143530897585862,73.84684805084626,197.07173270224982,23.655130872557944
2010-03-22,40.16007614135742,40.634989144718176,39.47738236126948,40.24912021690194,4202924,-0.017429053393794858,1.1460348345898836,68.51103181664966,146.5128773336115,25.0846068316746
2010-03-23,38.61659240722656,40.9614908292338,38.52754834152147,40.961490829233796,8484782,-0.038433287046021225,1.1130171591898375,58.62671237550017,100.81918611773757,25.24769604172448
2010-03-25,39.50706100463867,40.13038826915064,38.497864838829535,38.58691266396197,9830780,0.023059222523359457,1.145499185844443,62.03021174348538,87.24554875384199,25.364529710988855
2010-03-26,39.59610748291016,39.863247193513175,39.23991995020367,39.536744771979436,3616225,0.0022539383089275056,1.164997368118641,62.36363518840963,80.23492543126837,25.473018118162916
2010-03-29,39.83356475830078,40.42721063005328,39.26960024120908,39.47737723524928,5626010,0.005996985322183734,1.185939859183783,63.28940454979807,78.8211616451225,25.97764552222415
2010-03-30,39.536746978759766,40.16007425686086,39.09151159909859,40.0710264297871,5431874,-0.007451449081748662,1.1651550380414193,61.26093781574599,62.580765663618486,26.203633768394656
2010-03-31,38.88373565673828,39.83356915641556,38.67596239546465,39.83356915641556,4386575,-0.01651656678715374,1.0835004426484929,56.93730069344754,42.37112847563193,25.855426926286782
2010-04-01,38.349456787109375,39.358653018349095,38.23072759780425,39.18056111224528,4323955,-0.013740420270970555,0.9645579245480391,53.60385351012871,22.17454444416732,24.966608475461037
2010-04-05,37.8745346069336,38.73532016721976,37.72612408047885,38.586909640765015,8473601,-0.01238406538095771,0.8224916988479336,50.759068284984096,-0.4934172275280875,23.543716206545632
2010-04-06,37.844852447509766,38.49786100344004,37.69644192421295,37.99326297080658,5878190,-0.0007836970072868654,0.6994453189995369,50.57840233759827,-6.928436136900689,22.187560464423417
2010-04-07,39.83356475830078,40.36784416502439,37.99326443372167,38.022949544089755,24067274,0.05254908348630316,0.7537142904178822,60.67717366810718,45.35485056149043,22.56352995098229
2010-04-08,40.427207946777344,40.66466252401048,39.388326801237326,39.922609928206235,13493467,0.014903089695301519,0.8349995304626674,63.1010160522401,70.12656625182198,23.116752921045194
2010-04-09,39.92261505126953,40.84276339271032,39.53674614965195,40.36784666588636,17853192,-0.012481517303201128,0.8489164587140792,59.7307958517156,59.38030524532394,23.754013144380657
2010-04-12,40.27880096435547,40.63498852825322,39.71484013829816,40.071027702195906,6248700,0.008921908362679032,0.8785594644140389,61.30199346224551,54.41527757189891,24.34575478033502
2010-04-13,40.21943664550781,40.36784718562421,39.71483855568751,40.33816582874245,4117743,-0.0014738353035927965,0.8870363526821308,60.8756741758758,40.45198265136828,24.89522674416013
2010-04-15,40.8427619934082,41.02085388201187,40.189753394251554,40.249116105216984,10058097,0.01549811235284948,0.9332930723522352,63.7280410036428,51.31233809512352,25.900891443863042
2010-04-16,40.01165771484375,40.9021246684958,39.77420311548293,40.9021246684958,3815665,-0.020348875492274265,0.8925993567398862,57.68888726533538,27.707596835470877,26.185800302975135
2010-04-19,39.536746978759766,39.89293453134719,38.646279975145006,39.50706186593012,3797500,-0.011869309176555265,0.8126601264529754,54.510084893978316,-8.970991833628943,24.961922973788926
2010-04-20,39.98197555541992,40.66466549573276,39.21023779482026,39.56642532026025,3904704,0.011261133266713852,0.776285400845488,56.90742441767281,14.452779936124552,24.512215561525377
2010-04-21,39.83356475830078,40.27879634533469,39.59610640959978,40.27879634533469,2179531,-0.0037119425705571807,0.7271010889800209,55.850823103132655,15.92725046829805,24.094630107280654
2010-04-22,39.18055725097656,39.86324720542071,39.12119078432072,39.77420313899803,5079864,-0.016393398664831804,0.6281885524444064,51.3344626431733,-9.936785500246781,23.112224281432695
2010-04-23,38.913421630859375,39.47738246698261,38.70564460928357,39.18056136962383,2172564,-0.00681806586889544,0.5222241674861436,49.56857226999386,-32.873722832832584,21.71127397074952
2010-04-26,38.67596054077149,39.65547535141443,38.58691271552007,39.061829442584234,2318809,-0.0061022927343806765,0.41430960037522624,47.98828765658204,-38.58452133463608,20.602174303421673
2010-04-27,38.646278381347656,39.71483723933428,38.58691191384427,39.71483723933428,3186780,-0.0007674575888695356,0.32267186584283536,47.7832224142574,-39.2718755264638,19.638561124377908
2010-04-28,37.48866271972656,38.82436486177007,37.39961866444207,38.05262718172961,8150146,-0.029954130387359834,0.15485333881957075,40.512189631123434,-120.21795601421731,19.07128001159854
2010-04-29,36.50915145874024,38.05262680347868,36.06391616391583,37.78548712886679,14044376,-0.026128199565542243,-0.056530773984690086,35.57883720553656,-185.59865980950255,19.650962859366736
2010-04-30,36.3013801574707,36.80597823404811,35.94519261711474,36.80597823404811,7405869,-0.005690937558610387,-0.2380752308530063,34.615911012793646,-197.44320933776734,20.275129636752048
2010-05-03,37.844852447509766,37.93390026377071,36.09360001005161,36.21232917983049,10706087,0.042518281215305764,-0.2544718137426898,46.25320007551925,-118.2483705456154,19.52918908355263
2010-05-04,37.844852447509766,39.00245903607351,37.45898358465518,38.05262943354959,11178088,0.0,-0.2644181756791326,46.25320007551926,-60.84283598924596,18.440175963956488
2010-05-05,37.69644165039063,38.05262915713997,36.212328916788586,37.102795805808384,9204751,-0.003921558349975762,-0.2810366347935087,45.35303506423856,-101.33820254140548,17.852620491469565
2010-05-06,37.16216278076172,37.84485269466848,36.30137723316996,37.39962112187029,5214642,-0.014173191055643741,-0.33347463498406427,42.17116033179257,-104.19585412102424,17.307033267017424
2010-05-07,37.63707733154297,38.9134169090102,35.618688856428605,38.9134169090102,8013516,0.012779518608295515,-0.3328733360968741,45.81051127381601,-80.65567934966487,16.297074215903855
2010-05-10,37.39962387084961,38.70564108723556,37.19184686818062,37.69644494119893,6731301,-0.006309030284196715,-0.3475509610571237,44.30903170001099,-53.02801161726376,15.359255097012687
2010-05-11,35.529640197753906,37.87453478960425,35.262500497705496,37.84485343531159,15710707,-0.05000006629888132,-0.5042623168021905,34.671411515230375,-128.92036560488924,15.529709220758189
2010-05-12,32.5614128112793,35.32186123174234,32.205225312557126,35.025040193994045,34608967,-0.08354228666414287,-0.8580769617707702,25.27420000543077,-236.81284194203118,17.19805270749049
2010-05-13,32.88792419433594,33.77839120508297,31.90840935580191,32.17554908345526,31470308,0.010027555774346997,-1.0994570210120571,27.59885628680125,-214.3210142220916,18.861462579058042
2010-05-14,33.897117614746094,34.16425732052614,32.44268615471327,32.88792150148489,12476786,0.030685835154775853,-1.1955375692622567,34.39249524245179,-154.9340147289436,20.05140964073832
2010-05-17,33.65966033935547,34.104895700352806,32.79887472894607,33.48156469267356,6422203,-0.007005235019962974,-1.2761324530306197,33.593744626937735,-129.50413186615648,21.156360483727152
2010-05-18,33.77838516235352,34.96567304571575,33.57060818658967,33.57060818658967,6996047,0.0035272139350508436,-1.3152628467064957,34.4139073229896,-91.7976784488398,21.37143279529054
2010-05-19,31.196033477783203,33.77838834114318,30.89921054008273,33.77838834114318,15216503,-0.0764498264839607,-1.5369313767407107,26.691915983391667,-136.97893576347818,22.756011890333355
