Date,Close,High,Low,Open,Volume,Daily Return,MACD,RSI,CCI,ADX
2010-03-02,137.8373260498047,138.52308091605548,135.8290321963785,136.26988849099362,1561562,0.018826847165715144,-3.1911605150223465,42.094628316360584,-15.38668959436912,36.25098010922031
2010-03-03,139.01290893554688,139.50273597893968,136.9066586282918,136.9066586282918,1646015,0.008528770249920603,-2.8158385686442386,45.65661182372298,-0.6175213879467615,34.3554361361131
2010-03-04,139.3068084716797,140.33544825483767,137.88631303224014,137.88631303224014,1225043,0.002114188807235795,-2.46624860699103,46.54196464105896,10.679514700081471,32.20462298755507
2010-03-05,140.6783447265625,141.31511395743476,139.79664700496664,139.9436040994008,1369133,0.009845435911782108,-2.05483764112401,50.58770288256652,32.46528205006623,30.04349567476376
2010-03-08,142.19679260253906,143.81323090436933,141.07019631959884,141.07019631959884,1279709,0.010793757055700182,-1.5879604140434935,54.67727680352358,57.74323868260818,29.019057637085304
2010-03-09,139.40478515625,142.53967537061,139.11088592870533,141.95187691552067,809513,-0.019634813100835036,-1.426801238524348,46.978167920368335,30.944505998421395,27.192424522920387
2010-03-10,139.55172729492188,141.95187691457198,138.91495809219236,140.28646788961083,696140,0.0010540681118453854,-1.2725552040380705,47.39797572681935,29.648285331215853,25.412931804742296
2010-03-11,138.9149627685547,140.0415590723353,138.37614999131068,139.69868908560633,683491,-0.00456292830415117,-1.1880011483070518,45.70903270254423,13.659752987912354,23.67102691271325
2010-03-12,137.78834533691406,139.6007114295441,137.34750397469838,139.1108843718966,759040,-0.008110122978744028,-1.1980892342520235,42.80292978571035,-2.2358893364375114,22.494051972088684
2010-03-15,136.22091674804688,137.88632586473875,135.78007535661908,137.1515852295803,822649,-0.011375625311666138,-1.3173766051527025,39.08019840659855,-36.667646765840374,22.016095365387386
2010-03-16,138.3761444091797,139.0618993033103,136.2698940311353,136.5637783083801,1456207,0.015821561861304234,-1.2238955398118208,46.03082637304535,-7.506020514827356,20.995715986192266
2010-03-17,138.1312255859375,139.99256236272606,137.64139854485262,139.11087966810726,780415,-0.001769949757509881,-1.1562455452898917,45.396948028256624,11.52262570053679,19.616578459538818
2010-03-18,138.32716369628906,138.96394786604054,137.5924230800393,138.27817799887185,645045,0.001418492520575354,-1.0744364348495878,46.037173964267645,6.003276588288683,18.35820352667933
2010-03-19,139.2088623046875,140.48240075575083,138.22920814335498,138.71903522402124,1385319,0.0063740091594322035,-0.9277617563720071,48.93849559225277,37.53937708437857,17.601205572513877
2010-03-22,139.55172729492188,140.53138142117382,136.75972200410524,138.13123180152368,1641492,0.002462953755659303,-0.7749218608352919,50.06287376403759,25.55594167059902,16.48763383983001
2010-03-23,139.79664611816406,140.8252859793325,138.62106411182992,140.1885167524996,1585339,0.0017550397117234162,-0.6268068016708526,50.89469672285727,51.713695199605674,15.314016049764389
2010-03-25,146.21337890625,146.75219166743096,140.09054059359295,140.09054059359295,5138190,0.04590047734523006,0.008256977654809816,66.59468681231908,199.61048649751945,16.31587903145614
2010-03-26,145.7235565185547,149.20133178143786,145.08678729293413,147.92777838186055,2721240,-0.0033500517624271975,0.46664582252228115,64.88918318266252,242.73585038737033,17.82976951625652
2010-03-29,149.691162109375,151.11165768465256,144.98881904264883,148.61353652904774,3288760,0.027226933555626776,1.136968630475053,71.300677451636,259.9822467382319,19.6306766540803
2010-03-30,147.2420196533203,151.40554973196652,146.80117828171905,151.35656403549177,2043661,-0.016361302975690495,1.4538202227701333,63.58231928882014,214.124232720936,21.36175717515129
2010-03-31,146.4093017578125,148.90742269399055,146.16438823364476,147.92776859731958,1201859,-0.005655436521914359,1.6190703820745682,61.15819724333744,150.27993812738163,22.63388361758586
2010-04-01,149.00540161132812,149.6911565239778,146.94812192504313,147.48693469510215,1216887,0.01773179587872109,1.937185220190969,65.56592457010098,152.80270699467144,23.995262806089663
2010-04-05,149.8870849609375,150.37691203597325,148.3196323414887,149.78911356659594,1130838,0.005917123406768754,2.2346780218727815,66.93812864082888,147.1221854767782,25.41597301916792
2010-04-06,155.61807250976562,156.54874099132218,149.29929108857655,149.88708957605255,3448994,0.03823536597780719,2.899462807463067,74.14927763946588,194.90962229186673,27.80565684242773
2010-04-07,154.7853546142578,157.528389204684,153.51180123852396,156.9895764362963,2724998,-0.005351035918116476,3.320835638611925,71.70211888840296,189.961263691804,30.152907529914337
2010-04-08,154.09959411621094,156.35280155337358,153.02196861850936,153.90366628435666,1676914,-0.004430396530446079,3.5584222256950397,69.66311816808627,150.8124861206609,32.06889970197525
2010-04-09,154.2955322265625,156.00992702907985,153.5607915969122,154.39350362318376,1087689,0.0012715030917200831,3.719644133486838,69.92626845146879,130.70905529873087,33.84803529031752
2010-04-12,152.63011169433594,155.2751747733634,152.2382410855282,154.78534772360516,896287,-0.01079370548319647,3.6707144275223413,64.78251231131185,97.47822985598322,34.74774000145952
2010-04-13,155.81399536132812,156.74466381305092,150.96471031427907,151.94436446311065,1801640,0.020860128002581746,3.8445327062273407,69.41455711305373,94.33978347564833,35.867490286835775
2010-04-15,154.0016326904297,157.82229292630413,153.3158777604019,156.84263875531116,2068684,-0.011631578194857384,3.7923268402267922,64.23537431275713,85.32342992876735,37.10358075714063
2010-04-16,153.5117950439453,155.27517542008655,152.58112663519546,154.29552131648978,1302551,-0.0031807302164713613,3.6691320407606156,62.870018001619805,59.87838235316823,37.823413817463404
2010-04-19,150.71978759765625,152.72806652178022,149.0543636874045,151.94435520911483,1314706,-0.018187576045800236,3.308074187449165,55.61390216362053,21.659344468818695,36.723659012694384
2010-04-20,152.09130859375,153.60977553395065,151.0136830366176,151.84639505334138,1023317,0.009099807118591485,3.096904334116317,58.16801271369715,28.502817380640405,35.94249787573725
2010-04-21,156.10789489746094,156.64669272169118,152.0913069001515,153.80570166392133,1969580,0.026409045597994174,3.216576953777036,64.59361245749133,47.06652603135481,35.95101389585758
2010-04-22,154.6873779296875,158.41006653591114,153.95263734747238,155.66703203930766,3007173,-0.00909958441696046,3.16036381273409,61.02354352789781,44.747911011506744,36.32279175447641
2010-04-23,157.82228088378906,158.36107867805356,154.09959232840552,154.7853472061073,2802960,0.020266055292025964,3.330384364520711,65.54889709568516,45.81067671507792,36.66801405176533
2010-04-26,156.49974060058594,160.07547204342492,155.9609278623723,158.89989012717203,2437611,-0.0083799339091859,3.320136462394089,62.26446766996166,46.91814543751303,37.33504534194526
2010-04-27,154.6873779296875,157.5283838165872,154.29552226517362,156.74465753922397,1213741,-0.011580611341228342,3.1296952267258007,57.977272922468494,24.392075542472945,37.126484635824895
2010-04-28,154.6873779296875,158.3121100939504,151.84638699112324,156.35280187471008,4315515,0.0,2.9448230879346795,57.977272922468494,16.62142926647372,35.860506227137634
2010-04-29,160.51634216308594,161.44701063740746,154.88333067052218,154.88333067052218,4863042,0.03768222276059241,3.231409606498403,66.56455437080879,54.02751652547038,35.45302392634989
2010-04-30,159.53668212890625,162.2307310046282,158.89989797109774,160.66327840669203,2277560,-0.006103179408264547,3.3409685045667743,64.19039327070419,60.78881204787874,35.24763189997826
2010-05-03,157.96922302246094,160.51632965207966,156.8915975372372,159.68361769092175,1890172,-0.009825070231677446,3.2636920600370445,60.47384119257438,37.706783052929445,34.229899050648434
2010-05-04,153.2178955078125,160.1734456083662,152.33621279572444,159.6836185575761,2439223,-0.030077551967023775,2.786931487683802,50.86087442898702,-0.8109098727545516,31.804543633498238
2010-05-05,150.96470642089844,152.2382448228661,148.61352755533798,149.39725384385815,2207436,-0.014705782764123487,2.2018996421525685,47.04193786676153,-56.290214496512775,30.506941426074576
2010-05-06,150.8177490234375,153.21789863157557,149.88708059762914,150.8667347191823,1460667,-0.0009734553257183531,1.7067253879684756,46.79514199682581,-48.83349266199052,29.005053092588394
2010-05-07,137.34750366210938,155.96093181035295,132.54720448742285,147.78082893525772,19400287,-0.08931472222964165,0.2247690017300954,30.829463285995857,-162.38663165598595,30.266939037596522
2010-05-10,145.674560546875,151.65045648971213,134.70243770191345,139.11088111761242,10668685,0.0606276536721857,-0.27460276308201514,43.63257463924361,-128.32337213910077,31.438690272246923
2010-05-11,141.6090087890625,147.92777499625524,140.62935465001445,146.45829378768315,3664552,-0.027908453902658503,-0.9870365906881489,39.7628137383773,-127.21122042876164,32.526744990136585
2010-05-12,141.75595092773438,143.07848999475698,139.60071481153918,142.29476369386714,1511381,0.001037660950587993,-1.5222410817027026,39.970043851294264,-139.21885525327085,33.649613218795416
2010-05-13,143.5683135986328,145.18473690967593,141.75594750584528,143.07848654094272,1694478,0.0127850905661262,-1.779637423346685,42.59326248016685,-105.90588070282901,34.04465228025867
